"BATCH","Eff1","Eff2","Eff3","SE1","SE2","SE3","VAR11","VAR12","VAR13","VAR21","VAR22","VAR23","VAR31","VAR32","VAR33"
1,-1.26282586202864,-2.19160968469275,-2.56961702973269,0.301889221156791,0.190358999763597,0.381553371967631,0.0911371018506538,0.0273860661448101,-0.0663331259328105,0.0273860661448101,0.0362365487909971,0.0147179000505223,-0.0663331259328105,0.0147179000505223,0.14558297565987
