"alphaW","Original.Est_B001","Original.Est_B002","Original.Est_B003","Original.Est_B004","Original.Est_B005","Original.Est_B006","Original.Est_B007","Original.Est_B008","Original.Est_B009","Original.Est_B010","Original.Est_B011","Original.SE_B001","Original.SE_B002","Original.SE_B003","Original.SE_B004","Original.SE_B005","Original.SE_B006","Original.SE_B007","Original.SE_B008","Original.SE_B009","Original.SE_B010","Original.SE_B011"
1.47,0.240986109363936,0.196908268239798,0.248175349043707,0.298581514385897,0.194534191710362,0.287915316205912,0.238066390398199,0.299882336109794,0.264725285068152,0.205283175957659,0.236184938151529,0.210222630925002,0.211941935671015,0.210467777147072,0.21271236813981,0.214441584682688,0.208342856138868,0.21339144359232,0.208098262792347,0.223415114496545,0.218020203326405,0.21923448562565
1.48,0.339421756722395,0.323888179175634,0.104463014887054,0.237972073461159,0.235249356452072,0.3113178968305,0.148505816149159,0.172503284552263,0.333653972619908,0.308966082587504,0.267654632023543,0.217758964132613,0.207369421746615,0.21323708837885,0.211887977191642,0.234335040810607,0.205676186517244,0.230384202314912,0.212696466723867,0.205600791438921,0.215309953702185,0.217241933900015
1.49,0.273571594888193,0.271462249251996,0.336483583101592,0.271489320939163,0.253446474486887,0.24584686485607,0.246553743688618,0.104199954961876,0.322855198685219,0.308225959012053,0.261427903010613,0.220380442064145,0.218724894202377,0.209170614863057,0.211976055673213,0.211332823041245,0.208442246891433,0.210507610875399,0.207343019132583,0.209254420872347,0.204567371071348,0.224700199558648
1.5,0.284222292835199,0.323567035529342,0.252435656104841,0.251705346305508,0.346988348706061,0.226607467271838,0.280253391663484,0.255962361746136,0.265762694634564,0.407150238874264,0.178782902202721,0.208871976883818,0.208002462215543,0.216771174322365,0.205735345155804,0.202326436576787,0.209671521829311,0.217364634326305,0.215312035547245,0.209844399984134,0.206688412713236,0.226582496642878
1.51,0.247299963623723,0.326485481779334,0.267232308699526,0.256050875714372,0.271219964576352,0.295759026464031,0.330453835103054,0.26580606071442,0.267399818766803,0.256761527076777,0.308985630751805,0.208302545431979,0.212388213324584,0.214228431501718,0.204545215490536,0.206243860826855,0.213192777144647,0.215098389583499,0.2048160665721,0.204959409469979,0.220638471042385,0.212133353022283
1.52,0.295089108476387,0.261347315471078,0.249495743001251,0.365938265790199,0.292558475982238,0.34479441560988,0.270220443993937,0.35033516420908,0.357697530188294,0.347481696581549,0.287544684385181,0.201816243656725,0.202982571171672,0.202349354933729,0.213718345574088,0.206829061181547,0.211110888621177,0.206253649171211,0.209900676295121,0.206763549316677,0.206681212991149,0.206942467889712
1.53,0.30623834303448,0.363966233691158,0.363760195047788,0.385531499542879,0.28116498684664,0.318599575038987,0.326319190013585,0.307004066737882,0.317477612927147,0.300211012658441,0.335389337962506,0.20561272228024,0.206554021866543,0.204380254863753,0.209497872754499,0.20343354120025,0.213154913230836,0.200921683784796,0.204435940997274,0.197355610293038,0.205636144804947,0.208884626452654
1.54,0.309354572490684,0.309627024170634,0.36581556715094,0.309768875792714,0.31519619194521,0.326551665035781,0.343093262842651,0.390799953871515,0.319312986627724,0.327332045394802,0.292462325176958,0.204433010053642,0.204538027663021,0.208191858650042,0.204612721644453,0.205387393246937,0.204164467160975,0.206931852938493,0.204087487572396,0.204439934388314,0.200815895693566,0.203562436749646
1.55,0.33325284291752,0.334159413045938,0.384835707791765,0.343451089191779,0.330060359440084,0.394006290218344,0.410035683948262,0.338505918853172,0.373953903730776,0.338578847483349,0.384180248219306,0.20521269615737,0.205039499933923,0.19961225118244,0.206924727790544,0.204850735952641,0.204957170471955,0.210330659562349,0.199322558897939,0.19884840244555,0.209772207763656,0.201262815528792
1.56,0.447283642067098,0.408081705686466,0.404223512311694,0.340490609497647,0.27382846893978,0.335303080079479,0.228978630257547,0.384424171501537,0.335260661397372,0.308705190089196,0.339073093963844,0.203722716631975,0.199974512064304,0.197947658315595,0.214987430321908,0.204029676101637,0.20260230699619,0.207776900261694,0.205916889163006,0.20324747934605,0.211348446597912,0.205029497608158
1.57,0.363916566294855,0.360354282973031,0.415098733949414,0.387386463582288,0.349784443418384,0.352638312194666,0.351383375110024,0.346725651123122,0.33579296155027,0.335963796551139,0.345004915457006,0.214671491569137,0.201868685369756,0.205884942191448,0.205857568548857,0.206051185127851,0.208172681473096,0.209294490023051,0.205405842916471,0.201375088713733,0.198960899901724,0.202782198073984
1.58,0.356830196779514,0.362421930479821,0.363293415572428,0.372504715512856,0.431589437115469,0.350776388015019,0.446551486936549,0.377697302342673,0.110553316018689,0.349902183745176,-0.402074274082888,0.200930740520468,0.208640421200328,0.202525725729736,0.201166629016434,0.199465961563422,0.198419568595724,0.20303137705085,0.203439278403138,0.216595680829852,0.207241386538879,0.257137870203642
1.59,0.379942581761739,0.36887342177647,0.430005551599183,0.378999676087287,0.373198481450487,0.372010170371406,0.35437326176809,0.385485096688353,0.346063955615017,0.245586848235988,0.414038646891099,0.201053620059663,0.202313880409266,0.209889324087104,0.217597479857871,0.201302333449074,0.200447433896937,0.202764227510507,0.198166698852786,0.203239416933149,0.199800720642743,0.202353723510887
1.6,0.387169404448795,0.334080057290588,0.395630336210772,0.398446361038397,0.420120278821072,0.323370810393935,0.377279488576736,0.38381516004248,0.238605180413583,0.370805593285805,0.162102087222295,0.202706772065578,0.199518863514339,0.208949799228693,0.191037523206047,0.208526041504658,0.205785422172419,0.208447760567557,0.206897108237265,0.206026353043415,0.197502751305612,0.201203144509709
1.61,0.270759265253924,0.292218116942086,0.336715687655679,0.369325540406234,0.318416480018978,0.251420096890787,0.324055597656172,0.264691504627995,0.382989240148683,0.386727218378285,0.259007486250587,0.20704924849525,0.212310639822059,0.217474655352442,0.208303143926241,0.207122586366643,0.20823393446472,0.205647271096471,0.202784660122838,0.214632003244757,0.209270503809681,0.213357269930291
1.62,0.314279779460446,0.346408129026612,0.39795566040332,0.402268325680084,0.41250147400699,0.376873796321472,0.395853943544942,0.248015060004007,0.366770968535665,0.390469474864071,0.359655982141634,0.205956511359257,0.198428326148563,0.196154335039935,0.197532613120652,0.192891919364654,0.197420399764496,0.199498562049141,0.215639770599194,0.20048143959229,0.208161610099544,0.207582251538195
1.63,0.355075925678359,0.453540785698101,0.371370067453176,0.428655800448138,0.381937920018944,0.353187079169565,0.405990513648589,0.461922749225856,0.308633948280195,0.405820700118252,0.397223480469401,0.209275756782048,0.196745124894958,0.197332385712531,0.205825424019666,0.212036771569711,0.210713064789987,0.199324306216304,0.195942457629532,0.205157006291302,0.19435173596306,0.209406674907264
1.64,0.518906205083891,0.504314262375888,0.508906150548086,0.4161203853199,0.503025244237803,0.498368040797527,0.470633170464749,0.44032717840716,0.459528684907798,0.416370770233784,0.471569460013923,0.193204797813456,0.198840346804622,0.194053107975045,0.206903164941647,0.19475924500452,0.195726839242188,0.19847712186111,0.20639068323752,0.196625682569497,0.1969687819441,0.198059536766228
1.65,0.427073507358882,0.443906286749306,0.50378281168576,0.504466558570499,0.49380600246667,0.480558190487504,0.498954534564312,0.465998442910113,0.501039737709227,0.506306958925252,0.487761218368402,0.19610095589136,0.20393705391625,0.196417905795864,0.194464507243568,0.192201843502945,0.197125134671415,0.196816969043998,0.192129105852366,0.19504776986545,0.194543418172743,0.198913968489631
1.66,0.475830021348277,0.499278880585113,0.4573201688293,0.451128337415125,0.414558488129606,0.503009868767552,0.424117190422934,0.500305728417667,0.437837119744567,0.504263368501517,0.437665262394992,0.198701390328707,0.199975447879928,0.197575335917123,0.194043131158197,0.200248152225247,0.208240036402208,0.189477791011787,0.198948789788618,0.191149845576318,0.193775550642407,0.190990772179354
1.67,0.444415652572942,0.435004969301319,0.492396823846382,0.442237574215746,0.461157810024615,0.382911445930873,0.51943928276008,0.507524685964671,0.455517602831924,-0.183119157568619,0.465435471078707,0.194941719545982,0.194584801412244,0.198946126771162,0.192058639489325,0.193357760144808,0.218941477031049,0.192911877207673,0.197634611275565,0.191661218435844,0.232302968582716,0.193696126212266
1.68,0.455746913339422,0.430606139551081,0.502863622412805,0.449691972980249,0.438013225233858,0.497466025746859,0.469056024649072,0.474178449102842,0.433929651835564,0.517773281004852,0.424826744798165,0.212636032578113,0.211839775882773,0.207059784257142,0.212488422730733,0.210936324396147,0.20796409540774,0.19531763756308,0.202344741399259,0.207957614536324,0.209413976233271,0.190579455787779
1.69,0.526453822053087,0.537291266797743,0.515487959055489,0.472066045503587,0.505259276325027,0.526831498943389,0.508241689702986,0.524020778219546,0.4715091902323,0.440855027142633,0.524782108297288,0.195657842176291,0.197179260446182,0.196428974169154,0.191131415503271,0.197310679031757,0.196437861248469,0.199932194729788,0.19601420610463,0.191447835209464,0.188744948080096,0.197368124091751
1.7,0.530038440689673,0.52932515721758,0.44166001656984,0.465999035339802,0.529556953243685,0.530650177308719,0.526013219568322,0.486055229559423,0.467024317688265,0.490294858624464,0.401406001641978,0.19731916921625,0.196192209783852,0.187708219700198,0.206282254005699,0.198407520941148,0.195499755824361,0.195655400727148,0.194686441948641,0.203783885273875,0.192991227240494,0.208910989729722
1.71,0.488545948268861,0.487988278590324,0.486763730115274,0.483977819428227,0.488900314379562,0.498735832901132,0.493095323142987,0.516977441032235,0.486073200018236,0.486559508311579,0.485921918783486,0.191665532903743,0.191556872620316,0.191742833702225,0.199846524835394,0.188535764561606,0.188119266909299,0.201729084155496,0.19820421278678,0.191358362999814,0.191779184198005,0.191752915764388
1.72,0.548531816292992,0.496324056325048,0.49402014990021,0.496684866055266,0.406618799272008,0.558981441939124,0.495972179477085,0.495634775334283,0.538026347401409,0.457988497932811,0.491938427313745,0.193465907762499,0.191235585502208,0.191437426286319,0.191361390911469,0.190132423432761,0.197258056448707,0.191412441348457,0.191228788244144,0.200670036904929,0.199939158619025,0.199943654024973
1.73,0.496684542002398,0.507905534325013,0.511487424905659,0.523082437821122,0.501192368955157,0.520190526223039,0.53480091667205,0.521078495845954,0.542864622264498,0.470363984652563,0.526735201719844,0.191332142146189,0.207715365853451,0.202650130462791,0.202429503812067,0.200059039912327,0.20568990268771,0.213044990426061,0.193887818796185,0.207620310636355,0.211781940587415,0.210407902516025
1.74,0.499023711101726,0.522601738099777,0.512243803429306,0.471141422028941,0.56359978051412,0.493247204002655,0.516351985381496,0.487501550446575,0.504691045616638,0.479413350512476,0.547936185729967,0.193160247348651,0.199649391009164,0.189985350918564,0.207917219314344,0.187330157244767,0.208001608903591,0.200796939442821,0.208464054464923,0.202835721936392,0.210627195104552,0.211705248214219
1.75,0.5572719267596,0.521030690137743,0.541087955383275,0.561929487358963,0.515854339260041,0.508067422355916,0.539979647264313,0.534632594757831,0.496655112473721,0.539102355081744,0.5174590412865,0.208076607369335,0.185882766071395,0.196733422048972,0.198680753327224,0.201147711817424,0.203112664616395,0.189890958930433,0.188452750303711,0.189183296860135,0.189996322616553,0.199512470708388
1.76,0.512853910935827,0.57592537488643,0.500889375732928,0.516427261598582,0.538299723072009,0.300344144346521,0.501861115906317,0.561652245046589,0.555996880938432,0.591336249154395,0.519060846659839,0.191638907951868,0.191089688187239,0.188198227251515,0.201908423347329,0.191288225171241,0.205360521466147,0.188333903732802,0.202705038635227,0.198519248504888,0.18885890300394,0.192405952368738
1.77,0.581889045254458,0.550208698096166,0.572084780384894,0.587244719150706,0.518841792140641,0.477402479088656,0.590626147089215,0.493451985592129,0.514804157253349,0.479757669072699,0.584535528766576,0.198646494690281,0.199751278234105,0.186006664318179,0.193654116112681,0.192823290949671,0.189979630376597,0.183153870668705,0.191906325010976,0.188200152991292,0.191634431956809,0.193167468763852
1.78,0.556203250878328,0.512488427639838,0.517547937012406,0.586610328630971,0.528868639723801,0.512548532291058,0.546157623865848,0.591355153378216,0.522683236157974,0.546047323644702,0.516584737975942,0.195437371572467,0.187907360807209,0.185602955372148,0.191156236291244,0.195804995706917,0.187580086991621,0.188147515342511,0.192750796202075,0.186989006408915,0.187122993401758,0.188003713377964
1.79,0.52993991887284,0.529635955438066,0.552688753900288,0.527694927259695,0.539704189584298,0.469013841305626,0.540515182241869,0.53795308087165,0.556249317985269,0.551729652379713,0.520554160298901,0.207413823040246,0.200027914527341,0.188978445053284,0.207199306128827,0.20103615497446,0.195241869096196,0.205639491164239,0.188467116830403,0.188864684188159,0.188270097712705,0.190949691342753
1.8,0.579597359229855,0.537553391454981,0.559405761930018,0.551254129587206,0.619823753988861,0.544883776139504,0.543336614280573,0.613279852063798,0.594407803703019,0.546915424193092,0.542067960832199,0.189180682744887,0.204075406938491,0.195781522685784,0.200646835970959,0.191321484512689,0.203828912331902,0.201922797844026,0.192853233280612,0.193566035548025,0.185286092928589,0.204532866907507
1.81,0.610544169114051,0.592053737145821,0.558972368139659,0.576243269627428,0.56993631336515,0.560716486045083,0.560396908334758,0.56553361756578,0.616457266994228,0.55213580818063,0.54466195035442,0.193376315745783,0.192428656771611,0.194758311982666,0.188106671090956,0.187489695659583,0.194783050508359,0.187896620772604,0.18814760541344,0.195280186007228,0.200071577046061,0.19600468159961
1.82,0.556681066244958,0.583616920099883,0.588461630869578,0.579264475599721,0.567701542623638,0.5611957696409,0.563773716107104,0.567274448337563,0.567564399119074,0.529388210897211,0.591237417497874,0.199955947355571,0.195287037708529,0.196028962832367,0.186700402293977,0.203771212074002,0.187612294792876,0.195078729318966,0.196851237658404,0.198236871634415,0.189804602289264,0.198545300139949
1.83,0.570717257167822,0.568860551342446,0.578324284258267,0.490965495361111,0.511571668936218,0.582051180783629,0.623029891033214,0.590377212241144,0.393217099390279,0.341870521676502,0.572743658833132,0.199480360033243,0.187516645723238,0.187363593862187,0.191979017445669,0.193973271409771,0.196721485551402,0.193781581818835,0.185381053660183,0.200540238257906,0.205311734027572,0.207549667957694
1.84,0.532264887294993,0.251345902256669,0.00342883939695374,0.529870604521844,0.540258752104281,0.509011774897803,0.597200240093854,0.558520462146966,0.527410222762592,0.57764466144636,0.568975307935535,0.186839923322011,0.246686140602558,0.264889626832728,0.209881579078379,0.195731255928569,0.193542574618122,0.197236230690386,0.208383551940987,0.196185065294828,0.206200756860943,0.201760369992546
1.85,0.651736551471322,0.573974167871085,-0.00683360405227135,0.592688613215708,0.583620336957733,0.564225454205212,-0.156427214112372,-0.0376094114928388,-0.00424798306005703,0.55063849449729,0.596260929979091,0.185098560790831,0.191405668616285,0.246456930843449,0.198408756540941,0.199497662658436,0.191949358667902,0.241133165433834,0.24458427199214,0.250095020153917,0.189369195140574,0.185907206842248
1.86,0.545356877000965,0.574466930321864,0.604666954589035,0.597666307905607,0.599579837631485,0.601020122300368,0.573723834665274,0.598325656316398,0.116589819497876,0.5967865195538,0.605098754750997,0.203846438359417,0.195715849089725,0.196142589715776,0.192217461465698,0.19486503983874,0.193052966125732,0.194031029521823,0.200126989784322,0.23049014922638,0.20058303063305,0.200138886291849
1.87,0.563162234303073,0.622039933303889,0.597173387804235,0.656535739652112,0.518664329250723,0.611842822166804,0.592601357293207,0.558977020589941,0.590885470920764,0.608599698767777,0.65490755841771,0.188978116794325,0.18526751704736,0.199179018143078,0.191500540161023,0.194066870312882,0.192231274649617,0.189782390889267,0.193027615893968,0.205842163312115,0.199872698086689,0.209841732679805
1.88,0.615618485056196,0.61527665294664,0.605714476084499,0.621726199743778,0.615590598967791,0.612724608331634,0.616909905342521,0.585004979923768,0.621367323342228,0.604039213022291,0.609941231156633,0.185638224788521,0.185330800954058,0.191687832312142,0.182164018693677,0.194160738543602,0.185401555631733,0.193331378037354,0.188469259483638,0.186870698529513,0.199988953012379,0.185933077193359
1.89,0.623019722061251,0.63871563356206,0.631580006333704,0.618009453069495,0.632361364388786,0.665856622795102,0.666174186567484,0.668391750471091,0.655734036312281,0.626514591592239,0.629833074009901,0.188082234445236,0.185751607132603,0.186263960240332,0.187408489746711,0.186355958109585,0.196018887565909,0.190775059891358,0.184749339553868,0.191059104473868,0.184968932303705,0.188437557717983
1.9,0.620505206460802,0.663606270275591,-0.470037510429339,0.614103952317701,0.674055362899733,0.673191378117517,0.66925727200547,0.632045441608648,0.616993846639979,0.586167846786017,0.66883110556858,0.185285575485682,0.194303401506542,0.259837325132182,0.19579932503386,0.188759427417965,0.189136688777677,0.191990006269529,0.199672093815349,0.185817345808743,0.203722715565052,0.191806708536318
1.91,0.637662249535549,0.101603574855575,0.118612304272005,-0.00266014394666474,0.642468419173525,0.633578758529212,0.642912426272559,0.620810136219602,0.601959029987391,0.626187961767762,0.636501597337068,0.188290191451847,0.230874279523047,0.218879882170986,0.233672016662469,0.183921364350211,0.185065055009106,0.185856454540033,0.18744591698517,0.189285634473666,0.186669998335178,0.189053266768601
1.92,0.688606386799751,0.710785092777054,0.701765624158449,0.677626392312421,0.683101629792106,0.693372774322781,0.620778367020636,0.62395670496429,0.683855081841246,0.651003094503246,0.714086208599091,0.189068556643582,0.19516912502304,0.189192937377924,0.193916443226797,0.190445661737876,0.189523542856255,0.189061307199983,0.185933049196086,0.190437879456248,0.186227484630519,0.186855086789535
1.93,0.663261295281665,0.624195393127763,0.694468796127236,0.622263931267157,-0.203145548230325,0.395989768192696,-0.202636030757592,0.659922876971142,0.116340715770131,0.680299463851712,0.660964332647444,0.184352587179185,0.184600164190989,0.19116552917475,0.183455833575982,0.293666103804423,0.194378882943743,0.247045097346025,0.187029057059916,0.233108216089339,0.191787722417944,0.183846922611803
1.94,0.702741374319863,0.677393465917037,-0.174429373713348,0.70936354515985,0.355097669883499,0.167543849808125,0.551017174950504,0.666762642992021,0.664014475102659,-0.0424120874929902,0.668472143642333,0.186559727612518,0.183975703040806,0.263444062567279,0.189835565685684,0.245279129602252,0.210683030466009,0.178330840073615,0.198466192412927,0.192916394421542,0.286590665114488,0.183747242328885
1.95,0.166217846449175,0.630464407833445,0.674130867355653,0.628888286793595,0.624206290483862,0.459849271593431,0.641285102524997,0.662930436211043,0.657935051850256,0.666170761063462,0.631345891510548,0.226033530136979,0.186248555988522,0.185318773058919,0.1878073600156,0.187427317790302,0.187193355754096,0.220175400832442,0.184035607591731,0.189556343085061,0.200072014892385,0.183051491619979
1.96,0.679864190492619,0.649162396278282,0.5456434375809,0.697409708589855,0.683067360116222,-0.0341033070833839,-0.505583563335737,0.680812858635083,0.536058200060452,0.68688054146912,-0.242085426391714,0.190219632692659,0.190223868483302,0.176057571306335,0.18352447824968,0.185005441206888,0.302049462178336,0.277786760526957,0.194083996760444,0.182499332999746,0.182597454756125,0.240236274983921
1.97,0.657212679124566,0.0258803767514995,0.691443955008775,0.680597201759438,0.675453147644999,-0.078067532262832,0.064370449279994,0.672419183718931,0.644485031367268,0.671184761933574,0.692403922210175,0.193318953825434,0.260626122512213,0.189680759057442,0.186158813335566,0.179861748477863,0.253833336358931,0.262668693630791,0.194679982913228,0.186462655626564,0.183285663269387,0.181580071224216
1.98,0.687725392253249,-0.187514371343409,0.678866328372976,0.683477022756189,0.678201854031101,0.660329085218734,0.685834031758276,0.254387450790543,0.63616604332438,0.657459930085672,-0.268550897341965,0.182745075457445,0.289751592755429,0.195016990440143,0.189432232411138,0.194111414713881,0.196854132320818,0.202602005233119,0.252550707235283,0.183461056595686,0.193763125677013,0.290662493473884
1.99,0.727187859369222,-0.224279169165716,0.682236846460996,0.679946798331527,0.629343993014993,-0.152350714098922,0.0655620137688049,0.6968639446972,0.683680369917623,-0.0386399809678471,0.0256127035339307,0.188294845614037,0.295432127352399,0.192154448238072,0.191385295648331,0.18498164045992,0.232061585200125,0.239551395925709,0.186656084718325,0.1903166690003,0.291473278347396,0.294811422086549
2,-0.164383330525098,-0.166663329360569,-0.247214101743567,0.653165915938202,0.711138658063503,-0.424900906691069,0.695747112212107,-0.241944244702775,0.71881383986582,-0.203682695681076,-0.650555350071193,0.290559777156563,0.23839837241507,0.297726013874261,0.189255607033933,0.191234200516436,0.248423247210999,0.189147681288647,0.29025720615101,0.18972033486945,0.293974552321338,0.279498140076886
2.01,0.633519738969664,0.666170882939718,-0.219561611173107,-0.42648642036264,0.656569161520304,-0.239547648570294,0.65192606713155,0.749142577476088,0.701182608899221,-0.189233782383194,-0.177804762822191,0.199924420137322,0.188543685726567,0.23729937994562,0.260646752760512,0.193699070348082,0.300684764712909,0.190953380862282,0.191186115881395,0.187185035940821,0.282186065178281,0.269629729081448
2.02,0.705848999240635,0.717890886108002,-0.180875310860717,0.700385041552049,0.705019729298921,0.718317694843491,0.707838283007574,0.668827084579202,0.68825020281208,0.735040783616216,0.696308077557207,0.188018388174121,0.187935505057103,0.282629314577384,0.18512012883036,0.204167236689749,0.18550383243046,0.185867116149477,0.190100542552052,0.209726906194122,0.189143014578573,0.198078911591898
2.03,-0.114289351556911,0.493011908498873,0.70163506711961,0.657510708607811,-0.148996756083565,0.483206849941913,0.749317731266397,-0.216408926747803,0.688489094067484,0.265103421693007,-0.0472428656182119,0.27271710511294,0.21047043372357,0.19785854280499,0.194416801339835,0.271225885216052,0.229220411231954,0.186510205065649,0.278267201494555,0.186759444520178,0.259815823334207,0.252213848224171
2.04,-0.164578912276936,0.736636695175759,-0.253234012858592,-0.0107186599859363,0.703324364337358,0.708061546077241,0.697962521125326,-0.344630642548568,-0.265572351662814,0.681414380012209,0.706738864154122,0.269626343346528,0.178288744796007,0.278034131462418,0.239384043365529,0.197921876599087,0.199137567144878,0.203267296715194,0.277810112889789,0.267375271780969,0.190304296524897,0.199454801496192
2.05,-0.409493550384086,0.681426449524132,0.75519368680502,0.697266339682093,0.722228392450281,0.758678247999443,0.692622707377762,0.680121446068153,-0.228624694555833,0.66364155851877,-0.083854505247702,0.281696062273192,0.200325942963278,0.188078425794059,0.193223931105592,0.195009279394379,0.192145744834177,0.204041452417934,0.20356110627502,0.28003967065233,0.210138993740696,0.254755383608574
2.06,0.756544580705029,0.00481610658593311,0.743469045685421,0.754884197918878,0.743696256349107,0.730098016476115,0.607895794338227,-0.113078679106655,-0.310876608225605,-0.497622828192911,0.719547725958703,0.188197260408356,0.298803883783842,0.191094729627214,0.191739266261139,0.190019548991551,0.198821245591609,0.194651869483088,0.274999653556405,0.274079837718032,0.292610367422266,0.194325465965636
2.07,0.761174635019554,0.758719649612428,0.761765148664746,0.763103346098311,0.763106472420109,-0.0174379366377685,-0.306509370612949,0.575712841746194,-0.102652435631119,0.760520806509306,0.462609344467607,0.191062123405952,0.191093690294022,0.191239347583707,0.190664623020245,0.190964338988511,0.279159159827444,0.265424245533602,0.243193588199048,0.304046007082858,0.190983848462301,0.226022700710873
2.08,0.260256729837278,0.715793865846641,0.759270666774297,0.716160361380634,0.772564308911753,0.712336788332373,0.704606042311833,0.754689027465415,0.715531205439649,-0.458829590542709,0.726622408333041,0.261032683976047,0.189729184552435,0.19109815253346,0.189749753535426,0.191758823983487,0.190027213741043,0.20632087608512,0.194873030230695,0.217153641613402,0.285600862115606,0.198646194603505
2.09,0.720504522400652,0.74746536595584,-0.167076521909221,0.730803609356486,0.748642939610573,0.712266689014618,0.182665295755395,0.693616743924072,0.717445994776501,0.742561437333174,0.749705920547334,0.19001836755478,0.193348729646845,0.284857760768963,0.198276062282655,0.199084132323833,0.191346080709389,0.247355944633605,0.207753438268897,0.18975790777791,0.189288321820337,0.189168510369388
2.1,0.58647592407534,0.771312733620466,0.745463571961572,0.771099640126484,-0.0414895697479265,-0.228307402382688,0.746050116061004,0.791972268948665,0.739124917507386,-0.349028467245094,0.810827145458489,0.21270438767336,0.190930095368919,0.189467959517487,0.190894731419837,0.316674401572654,0.28425349580985,0.188943247030792,0.185876543836056,0.186311627647776,0.271741531957057,0.216192054312707
2.11,-0.00988893114724374,0.768184797010604,0.773987775474996,0.780069592161522,0.739808853728308,0.768792587297,-0.162473193795545,-0.720452207836884,0.744334546834658,0.758113264291078,0.7063765906326,0.236378054039217,0.190830323330597,0.193259207849373,0.192194135545479,0.199276629210242,0.190738787568522,0.276893855657248,0.298157052586246,0.198550480030919,0.189906147494367,0.195978133910076
2.12,0.165447065757664,0.0647201332740568,0.776317440597227,0.758832556175246,0.735288840664238,-0.213307516974846,0.803672027950981,0.729122348804722,-0.309235333027675,-0.16505349302639,-0.135478821856313,0.278965465076678,0.255534476558222,0.191496643852798,0.18879422265466,0.206601654830613,0.284611633668091,0.192321822948093,0.203868416520969,0.266869406569941,0.283147010943376,0.300728855692853
2.13,-0.108529158045438,0.0437063077549283,0.191287091087918,0.238450880175626,-0.377452833208591,-0.131834611813061,0.754871202409252,0.781404861527976,-0.531833291651455,0.721347598901631,0.774227487152108,0.298795296476712,0.269503248455821,0.276028871911148,0.219137162473184,0.267789766574514,0.307806652906454,0.19011687617072,0.189785214941269,0.314197963179136,0.205606099798574,0.191985190529258
2.14,0.763083095420638,0.794370608248088,-0.115272583730095,0.803790035482571,-0.184267908278629,0.601490761202604,0.183792316739678,0.794191299551831,0.776982592372127,0.756591956318164,0.595166032737468,0.198628834494884,0.191831378257317,0.309053454817559,0.191707982880715,0.303794819455589,0.182879192500956,0.22084123401397,0.192251187783599,0.190424995768795,0.191598095815885,0.192158706121662
2.15,-0.365950005776008,-0.415892609052966,-0.400735404038988,0.814103121843899,-0.259316725229773,0.27602748506607,-0.385681127000413,-0.486139483946491,0.728321449541071,0.567205595264437,0.785093283561639,0.266756661688749,0.281647570980892,0.284308262810377,0.196428044467593,0.293101109249753,0.262954250819401,0.278215162859008,0.278529212725866,0.282192097620825,0.223437198988049,0.193664909636883
2.16,-0.422044840214988,0.186831248291045,-0.278103094574741,0.781023785895271,-0.106401770884509,0.299111561582415,-0.0402595622315663,0.769809276239912,-0.589509751749487,-0.110719628347472,0.718155060828426,0.282291472190897,0.251194959263623,0.289493244003872,0.187400703802027,0.310859135196933,0.249934635922593,0.244265974640606,0.207302966976366,0.28413119785082,0.258052977645082,0.207568453308815
2.17,0.233207358686979,0.8285029745484,0.809588376682485,-0.163411903147767,0.769188426626256,-0.373640355130682,-0.384567000477397,0.699016069486099,0.680126180488495,0.247966723650582,0.781294852054907,0.246304793125879,0.181594025996396,0.189929269328897,0.265277704871477,0.20722759480412,0.280514049799263,0.280216256541978,0.180629542713326,0.178619483758748,0.246996372142478,0.208014032979977
2.18,-0.37275603538322,0.728127377046625,0.359149530179575,-0.383611502365213,0.763203408869681,0.77198894226625,0.584635059570161,0.800749535513639,-0.519359737037672,-0.376825726383042,-0.336823839734389,0.26397363819956,0.208516304685974,0.203824791601102,0.269664183522607,0.185965549264171,0.192130256229122,0.199548227750848,0.198503485142749,0.3238250180429,0.28430839817847,0.279536290824345
2.19,0.767221673009343,0.111376706426552,0.766659145095122,0.818787114391063,0.74875691970346,0.783512262110929,0.81824023451019,0.793374072748185,0.785702367519807,0.783481097759173,0.800349407768529,0.193237348140957,0.250519397959991,0.193119077724028,0.194049352336891,0.198341587064933,0.19800700854884,0.193026295543497,0.202318160952878,0.203616712442951,0.196182996094067,0.19242986236523
2.2,-0.186479138603029,0.826036992223127,0.51059708616179,0.822753483647364,0.815226878396415,0.797536919187063,0.801516347509211,0.682824725171004,0.743789895358916,-0.23316759775154,0.818510610245442,0.314622281685933,0.194920365307126,0.241042350098075,0.194624747511187,0.194445617167913,0.201116538248177,0.193788415579538,0.213428739445111,0.202465577929527,0.284790746434348,0.203960973361822
2.21,0.724197701757189,0.751175485821107,0.807485519521118,0.839822478200216,-0.149189255135699,0.842501352426913,0.830667299205588,0.837387319033792,0.827738751208585,0.829358079240608,0.720310157977588,0.194053808101537,0.198699395426849,0.195655091669953,0.203109429697078,0.298693485725426,0.197025563012625,0.200268872937907,0.194649484408548,0.19837159529099,0.194582966645931,0.202707086407961
2.22,0.777379951321571,0.859431193976752,0.689370962659958,0.703277061234978,0.836971095531557,0.820221002711176,0.765462748406837,-0.329100028753396,0.747481731933251,0.848815708127055,0.809161129843392,0.201296009751651,0.211140445214494,0.181370337818604,0.191716823276057,0.194532565891458,0.194055543033578,0.186962855788032,0.300137439741397,0.193310642705024,0.195190697464304,0.192995853494129
