"alphaW","Original.Est_B001","Original.Est_B002","Original.Est_B003","Original.Est_B004","Original.Est_B005","Original.Est_B006","Original.Est_B007","Original.Est_B008","Original.Est_B009","Original.Est_B010","Original.Est_B011","Original.SE_B001","Original.SE_B002","Original.SE_B003","Original.SE_B004","Original.SE_B005","Original.SE_B006","Original.SE_B007","Original.SE_B008","Original.SE_B009","Original.SE_B010","Original.SE_B011"
0.1,-1.79119550374619,-2.43397556259156,-2.27782619946354,-1.69704444633389,-1.76929586584049,-1.48869908536993,-1.58645290908685,-1.49887003495471,-2.08154280918983,-2.35808115046891,-2.3924193069312,0.496622804794181,0.382554903155716,0.469569482244301,0.523952005395006,0.54320766656501,0.494793626031651,0.550141221849765,0.495800388733069,0.516358551584504,0.43337151928381,0.441156676987923
0.11,-1.76782869200931,-1.52971561251826,-1.90279796105321,-1.99032135201442,-1.66572922777194,-2.0273141298151,-1.79569460566262,-1.6567644785128,-1.97532634500338,-2.02929371141331,-1.87970986723321,0.482852209644842,0.51908675078589,0.49583618823099,0.500014515025548,0.535711373048616,0.504697306375578,0.487485869696078,0.558272083628925,0.494763428578639,0.504702455909229,0.508246927574954
0.12,-1.92654268876972,-2.03421969522419,-1.60818854411105,-1.62928739616863,-1.69656968455336,-1.92125351797478,-1.6456893304541,-1.93991926836358,-1.64775489232996,-1.65279403697973,-1.81925468155013,0.520907157148434,0.501251188168155,0.486125093102766,0.484508156041122,0.497715582945968,0.498736317186025,0.494023324652789,0.492466297175794,0.483883550189569,0.484556201071963,0.505385765451445
0.13,-2.15465130902552,-1.92795463506101,-2.27848208112665,-1.87360306643703,-2.15385310172363,-2.17209147679565,-2.43159053143614,-2.12103736967933,-2.24302116871527,-1.79354964911128,-2.44011644140944,0.46556367774393,0.500421845984645,0.481887476641637,0.531908286423411,0.465079287665249,0.48353708443414,0.424753343188749,0.497229339188266,0.475943669438248,0.486900249791517,0.412155848449803
0.14,-1.71576639655682,-1.78278714789016,-1.72029269688524,-1.67343708869566,-1.80562095711711,-1.90734032602705,-2.28740574463391,-1.76575639095777,-2.10357397097303,-1.63302729220057,-1.64629074918067,0.488603859824844,0.523596043301216,0.512144874667522,0.508996897424858,0.524032734268582,0.510777725733637,0.474380104290649,0.51642216489694,0.487781410693271,0.508526575079249,0.505678337112788
0.15,-1.69341721929559,-1.57236865597828,-1.58551743978258,-1.92740038573987,-1.94609902268305,-1.58019200296962,-1.63550806875862,-1.62483693300694,-1.69258514310504,-1.58157977267694,-2.03200660364681,0.51499430628282,0.509410727678393,0.51205813782499,0.497080809731273,0.481187280328288,0.520470345594263,0.522151486902726,0.515513094818201,0.488052627754679,0.513804897862492,0.494829532785493
0.16,-1.5840131353544,-1.68805615205292,-1.79550419959686,-1.99392908489839,-1.87445890735237,-1.79449266440348,-1.57244088402038,-1.87865586240142,-1.61266880069315,-2.25677186739103,-1.79523194141544,0.485148636806802,0.498266666700054,0.477456727106038,0.501627703740846,0.488695933050632,0.477440578161889,0.484780208451172,0.487103017566221,0.461516265972982,0.455081837782993,0.477436403378766
0.17,-1.76149412476024,-2.12099615083282,-2.09310996590374,-2.06795752533308,-2.08272830243117,-1.82111238383679,-2.07430911061017,-1.95310142082333,-2.13025494895132,-2.32442106914779,-1.67824660306866,0.473525808543896,0.477019651036188,0.471090431696757,0.474734016593477,0.473238954160474,0.484428956563218,0.477625459454223,0.480733535902142,0.474918705021306,0.464379719764585,0.473592756315069
0.18,-2.19429699780167,-2.10926262752873,-1.79280899832445,-1.67916383058635,-1.81780805118376,-1.52563513326131,-1.86506841674876,-2.16021970351283,-2.203812462058,-2.2510191797374,-2.18291042182075,0.417466583170602,0.502030050271811,0.487781094844562,0.496531124888556,0.484178493657155,0.477778094678201,0.490534750582161,0.494518579737515,0.442543182022967,0.431217118436655,0.417195654810378
0.19,-1.97865877918216,-2.26342239826261,-1.39492823728823,-1.70954632802484,-1.9771740434337,-1.98269631745015,-1.91249772767102,-2.35878712022429,-1.97026104714488,-2.41348576338366,-1.97109175449235,0.485062558411371,0.361423399899426,0.508879251982557,0.475960954593733,0.486429316725843,0.486526043353261,0.483337154408482,0.337004273987437,0.485739861027088,0.323000082599283,0.486077160707632
0.2,-1.72264490240865,-1.5716574620316,-2.15390457611535,-2.06317756438962,-1.98791309357091,-2.12538337160906,-1.75068780073935,-2.07558074760276,-2.06853585321675,-1.76331225840874,-2.16755648005614,0.530453746105631,0.497456551049558,0.438714769039853,0.461337679896899,0.474605068242302,0.469023196556166,0.486521996979831,0.471946058069064,0.435635643916704,0.516363831649497,0.436923352245714
0.21,-2.03962161180247,-2.03844812611104,-2.06905060576632,-2.00536283700411,-2.04170640857646,-1.9804751824931,-1.97995491603021,-2.04847259889846,-1.43650288615109,-1.71007035082013,-1.99938893274469,0.453285962687154,0.457961791565232,0.452829609973625,0.477253911311251,0.458456277794162,0.485770705316744,0.48577950750598,0.454944679952782,0.443742578632873,0.481107440696447,0.455312865333208
0.22,-2.15343321629783,-2.1550876865439,-1.79517476207109,-2.03464751280449,-2.26179684257167,-2.25931918332111,-2.26081812049559,-2.1151231615717,-1.83557528152964,-1.98574761070426,-1.71489727422904,0.433128272013446,0.4315178596218,0.473117930303953,0.464529166384537,0.370864229454378,0.370562015484805,0.37079543385985,0.442587443970043,0.467874454576368,0.457986982517302,0.462652153544326
0.23,-2.15582637082971,-1.92667957748985,-1.91197903577565,-2.22771276538349,-1.88523419715921,-2.22310702317654,-2.1814547668988,-2.15304000878473,-1.9618103835238,-2.21772247661003,-2.20425331828581,0.421503960139584,0.462011198988544,0.451992886290579,0.37803214895895,0.462488070971994,0.378546392398807,0.400990437952679,0.407962923776418,0.465417834611822,0.390711968526106,0.390298238208987
0.24,-1.85401129977319,-1.98442671239181,-1.26683553539264,-2.20661326320511,-1.19649102413114,-2.00045828699227,-1.94926667629975,-2.06393430455345,-1.98466416102748,-2.20919402611586,-1.30422090018804,0.458753749650582,0.465277411437987,0.453483756953433,0.379589812096246,0.443596191657624,0.454796726657731,0.448006458134019,0.461820687158795,0.465294764545962,0.378728124442979,0.465911613336826
0.25,-2.08523733093322,-1.34059054823688,-2.18352128404041,-2.03843214641889,-2.10208607287931,-1.46718015320006,-2.09981541042096,-2.01368017832569,-1.69271662590287,-1.527622935167,-2.09691179552402,0.43555236005646,0.434428021018664,0.372754483932291,0.439363862184628,0.416002585438735,0.456229360697112,0.41648911504241,0.441506867425679,0.550524033503358,0.441868399054142,0.457551605665336
0.26,-1.30319373149618,-1.92772583791155,-2.0798499224707,-1.51805696578947,-2.01580459901531,-1.81813489722286,-1.56136079755063,-1.98661868741519,-1.44055876373345,-2.19752996190775,-1.81367112484931,0.480510708404266,0.441425907861011,0.417931118550144,0.4845028327773,0.415630545463518,0.501122235208716,0.474769897620243,0.533052998122929,0.49000868643367,0.39008467051381,0.510826260612873
0.27,-1.83078613399899,-2.39647105910888,-1.65641789057432,-2.42252660910434,-2.02743332645623,-1.72590003909706,-1.87205845508124,-1.90684909668731,-1.68382336483161,-1.79384192364241,-2.34106351750274,0.537970025230253,0.280445951348772,0.485223371778747,0.271179232506026,0.438590838749985,0.449566339882658,0.464392906413465,0.552144099410053,0.546295385100307,0.457308909004968,0.282902859463975
0.28,-2.26041975773793,-2.02082097519542,-2.24446180124837,-2.29237567165064,-1.95480124136924,-2.29217834565007,-2.12499254591486,-2.23849922025781,-1.53459635269578,-1.54052385318025,-2.09403937552688,0.354065198125821,0.451018153841199,0.323814055000608,0.32046716220868,0.43734556274066,0.321450280496903,0.371471167713148,0.327958993881913,0.464233257453838,0.430347828058328,0.362119597598199
0.29,-1.82554344520225,-1.8216011175056,-1.45901916929875,-1.84718431313311,-1.82584949605593,-1.30942911665495,-1.82619172622621,-1.36622561588678,-1.84566952889272,-1.35067360420632,-1.78238699549947,0.444568445829764,0.448493382548179,0.483988393216508,0.44625675866838,0.444557652926006,0.470304555815599,0.444805889588058,0.436362699920571,0.486663544481949,0.487614740937088,0.45305621948238
0.3,-1.30701545807807,-2.00104256897008,-1.36084202706513,-1.58164922088403,-1.5637459697729,-1.75200820450135,-1.90902966046106,-1.35904543894289,-2.45884558073312,-1.32545301448285,-1.2106514593522,0.441486264186055,0.405207110755692,0.444725207106311,0.488477981613017,0.449487649814207,0.440805017769914,0.448203730964476,0.475905726118859,0.536507570692704,0.504764198545081,0.432210793174954
0.31,-1.51167982443633,-1.51973355272618,-1.53642319482912,-1.67907468771047,-1.54164574018331,-1.47134034919269,-1.3843453852331,-1.44101152674106,-1.46397059901397,-1.86837824114633,-2.03587364915236,0.538869747769033,0.542133013492604,0.542815393090002,0.563528850115865,0.54150453786453,0.542625680142848,0.457840767460571,0.446083508461583,0.428025682852815,0.434397512136594,0.409776207039618
0.32,-1.62752934410842,-1.34724950721656,-1.25310360563541,-1.5574992990122,-1.49978052485953,-1.33905106870042,-1.34691733112096,-1.96341008279253,-1.15097998338073,-1.72802644909964,-1.41845570446733,0.543471420097416,0.448048107787738,0.440180574625141,0.444814438536874,0.535576372762852,0.466649953556512,0.447993216116455,0.419367994528362,0.444161306901502,0.438853619265843,0.49616220224411
0.33,-1.92620709388894,-1.92422682126982,-1.89959417917694,-1.8628857786205,-1.76231590339665,-1.835753384891,-1.85946608743366,-1.97247805389762,-2.24296570042962,-2.18842572684061,-1.51682879752699,0.490407969973471,0.428065130053301,0.430153818433966,0.42936221994929,0.457326974713482,0.423562885392498,0.433053072950132,0.412310834814811,0.3113726777416,0.335335823340338,0.457151180739117
0.34,-1.36114880514227,-1.39178079220672,-1.88523837037139,-1.33467918350636,-1.34070253258311,-1.36204087258688,-2.16421149478899,-2.05269718855662,-1.37595683661925,-1.73880124927694,-1.36885742017829,0.438213797527469,0.442031115477035,0.431667623392236,0.438111290832725,0.441469891535072,0.439381206806692,0.331203003147318,0.409626415488583,0.421633902799073,0.433433440790707,0.441304212546839
0.35,-1.92038170190436,-1.98031530228158,-1.88784873187223,-1.68457951310636,-1.65999772644173,-1.87397863274653,-1.67589762917495,-1.91049427670785,-1.80877798081157,-1.6623239503849,-1.61691170207249,0.396613431734252,0.419368680911663,0.419113676672017,0.429474905943032,0.429225251515976,0.418897260960901,0.430878231296894,0.401138026723375,0.404581630911481,0.430846575272799,0.425493712396919
0.36,-2.03282487961526,-1.83256433162785,-1.98893599473984,-1.83890956448282,-1.7387443211814,-1.55166130293913,-1.88003943844467,-2.14181459525588,-2.3512315566048,-1.91604066953516,-1.65674235161861,0.356108103921795,0.420210445697688,0.368266271891463,0.414982081738092,0.421848387334554,0.419037911121708,0.413025581850312,0.332586588970278,0.294035018003037,0.403913128276689,0.425306837867462
0.37,-1.31330463894795,-1.78800617393688,-1.89838093823936,-1.98538192628039,-1.89063234188128,-2.08997181400678,-2.0189387440189,-1.49436249365023,-1.34404553101659,-1.49828222860669,-1.50137663709098,0.420483704739974,0.419110866106678,0.403190313729953,0.39267528180603,0.400349115314167,0.368031651327137,0.381881773684232,0.420687908499125,0.433039762511081,0.431977768712566,0.44852226505489
0.38,-1.55478094795471,-1.98909920086686,-2.13965177127604,-1.95207068288757,-2.05565300605742,-1.8011075299096,-1.4214343566005,-2.05760604248763,-1.9662775007094,-1.79388179807713,-1.96408870291584,0.41940858026547,0.370117305050377,0.340515736492575,0.380167814127286,0.353328576844941,0.420453771785483,0.453443880334744,0.34782982392882,0.376414664651565,0.408280686315152,0.392403340762833
0.39,-1.98142007187855,-1.83344270442312,-2.14127128974504,-2.09476699290611,-1.94396510552166,-1.96509625808052,-1.84983772568974,-2.02976709644137,-1.67832452974968,-2.08324564487388,-2.00598571755389,0.360446163099486,0.398106642735843,0.309643490624248,0.305855929270575,0.386385786878952,0.365940314239783,0.410957715796764,0.355676792899831,0.411190401063843,0.343662411957961,0.35708612809209
0.4,-1.69568744059215,-2.01125316187405,-1.72456376457884,-1.39753901676254,-1.88860270020495,-1.72918322684918,-1.56650893230423,-1.76641970133366,-1.34193242329919,-2.08750899302322,-1.88137693185274,0.410653175762639,0.348567441110828,0.402006598224154,0.420217680003522,0.389447236265961,0.408739076833978,0.411329928653922,0.406965110982405,0.416997706356041,0.31453257972949,0.431822737223669
0.41,-1.70548117212274,-2.0200370705138,-1.52955166440496,-2.18674428640924,-1.86926065898602,-1.83071155737017,-1.65089810356623,-1.6018788976713,-1.71766705455125,-2.11244871201406,-2.18714115168274,0.41334570578312,0.409004012678439,0.417434481264675,0.466299392228567,0.450329945308043,0.397991219322984,0.409970443274265,0.409757563838666,0.412660610789351,0.46364806647013,0.466278768512945
0.42,-1.27611987557466,-2.11188427094066,-1.71802353865598,-1.41691952981318,-1.43271848293615,-1.43201818011842,-1.43261270596782,-1.76237574691781,-1.91390623319354,-1.46872459863941,-1.76322890028446,0.389386820563545,0.330682186159021,0.423310086504023,0.404626653710278,0.416617676196949,0.416598225477487,0.417380493543102,0.4039697373474,0.414141216878513,0.407874655990472,0.407937033233628
0.43,-1.42263993908469,-1.62719327959331,-1.65370680645022,-1.68127035319547,-1.52428393122922,-1.58218002302314,-1.5079825170504,-1.62224444223378,-1.6952793301217,-1.85323937421893,-2.03852717105931,0.410938656279486,0.404534958206869,0.416390414835007,0.423000716882376,0.400738914912739,0.417235470327467,0.40317673801406,0.411246159383916,0.405928209712106,0.398188100369638,0.398628680448584
0.44,-1.83030426713147,-2.21712356754054,-1.85525772812274,-1.76519279738522,-2.01508723260904,-2.03068376425254,-1.75921891437608,-1.83628191947108,-1.93173577028654,-1.85748713425152,-1.84798888352668,0.371505035557647,0.372583959794109,0.372990246196549,0.397144745477054,0.306893320010128,0.349199109623501,0.392121229778468,0.390882220652968,0.345684603815726,0.370981717551048,0.382459976829799
0.45,-2.02548614145561,-1.47850775651568,-1.42481308298421,-1.58112741245948,-1.51659884135564,-1.05094403420979,-1.42361287188023,-1.04902739204433,-1.04185736462766,-1.42317089516809,-1.68847687460045,0.31426892578213,0.399274151159629,0.395172541928634,0.407150631171192,0.399219387528062,0.407615308983597,0.395106523627935,0.405678720501489,0.406101330056557,0.393502860126793,0.400834773658829
0.46,-1.31523653467379,-1.3182459589784,-1.30136787252161,-1.34147721135465,-1.25422628882193,-1.40082205048601,-1.35113080022986,-1.30018002180454,-1.30074004887487,-1.33550521199931,-1.3583482075794,0.384760840000073,0.38950058792113,0.388328779322133,0.388290086322438,0.386419073224851,0.385891539755601,0.389617671177019,0.388624123019072,0.387313409984184,0.388102025801444,0.392467911693405
0.47,-1.4681359645937,-1.22466406763713,-1.17726173951013,-1.36688630516482,-1.25170347731616,-1.18126624679916,-1.11862164064303,-1.50055498205732,-1.1548411503464,-1.46018552017877,-1.48425384519464,0.394777342699566,0.392069017985178,0.400015785950958,0.395031181436081,0.390980431129211,0.398884415885252,0.393822465579728,0.400348279726779,0.392440299265295,0.393391828108455,0.401316421744527
0.48,-1.13343550532152,-1.2598235470753,-1.45425139548527,-1.23419570443305,-1.36327540625843,-1.44223559245043,-1.19205385675236,-1.19443684526864,-1.46673052086068,-1.34004000617643,-1.50451658756426,0.391577616080248,0.39631337778192,0.394621590073375,0.386862678969246,0.391362639726296,0.400214501247805,0.394075183952679,0.413664065981757,0.397202478023423,0.399988173372861,0.396604060528775
0.49,-1.70141197901608,-1.62062800660935,-1.06785048037715,-1.61135990555765,-1.59599657648442,-1.73191428621474,-1.70159584495054,-1.70145231377977,-1.59933557387461,-1.60142213508695,-1.59843753400369,0.38189860163894,0.387977334368383,0.390579101066386,0.387988638314724,0.388572889381281,0.381365677467252,0.38517898013795,0.385202255110391,0.388655989724865,0.382063744113411,0.388106202603066
0.5,-1.58110657089893,-1.84606012587677,-1.58386307988452,-1.8956202468564,-1.77509377212624,-1.81457632126058,-0.975817067947389,-2.18752964043649,-1.00073441385466,-1.59267102621436,-1.60015175029534,0.385089903319305,0.327097987605336,0.385769638227242,0.330712553876756,0.362583123285639,0.334056443651525,0.355486244585196,0.249229811418661,0.384234650671295,0.385980281164816,0.383605008338521
0.51,-1.52815649545017,-1.49662344939806,-1.75206402941805,-1.24414179447465,-1.50264236267662,-1.50398907544634,-1.48427210040203,-1.53021463816395,-1.53744887223032,-1.50890363159479,-1.49986143606111,0.384116999299611,0.38329815331565,0.366783766775577,0.399681044417394,0.383627724977625,0.383760993540316,0.379491811374226,0.384886768134889,0.384894905202562,0.382662729882131,0.383536527752536
0.52,-1.57252841026247,-1.52374346810034,-1.49446592234876,-1.5623968294352,-1.56154355403475,-1.5464091989364,-1.33787040215431,-1.60829719810322,-1.59750298106051,-1.71659157666178,-1.46508078921854,0.409109879479723,0.40246397520424,0.405722780212481,0.37539962432645,0.376798517215543,0.383758719924297,0.38897061057335,0.400677711389007,0.367945759996928,0.350294777797239,0.395194902029296
0.53,-1.45471522705961,-2.05319546089729,-0.959044313749633,-0.994780908049051,-1.73808667061125,-1.17794734063668,-1.27434995295286,-1.3034511441007,-1.01701096017784,-1.10018292343551,-1.41079949971763,0.385672224506124,0.264003072561918,0.378639675281016,0.364920317567604,0.33574762867754,0.377185911115469,0.379894710977594,0.378930254042359,0.386294662284912,0.370100944496405,0.384756732076237
0.54,-1.57461521653483,-1.78304173240675,-1.45890717108552,-1.58309149882373,-1.44447177231995,-1.43610382797149,-1.66227602699569,-1.46975507930389,-1.47354924256357,-1.74022451809156,-1.45366238868788,0.378442292204849,0.336356506793693,0.377952169523923,0.357487518124861,0.378827677515014,0.37615788297757,0.368805864658605,0.37427725293452,0.379190281189122,0.350190467161967,0.37154260369648
0.55,-1.30778958108219,-1.58811124408388,-1.23050075393704,-1.33278990041627,-1.80898779036294,-1.2877277912478,-1.31088389170024,-1.06768652134753,-1.00708164861857,-1.25945978504227,-1.286855198029,0.394911742498701,0.358764575299819,0.388092988984231,0.372222898015419,0.318467705712737,0.390901780853438,0.390122390539487,0.374219502921864,0.368121941344187,0.39314733390615,0.392275353013713
0.56,-1.32546582145013,-1.4788174675284,-1.35142951961553,-1.4889979693797,-1.14102836689591,-1.53764296583816,-1.38597981967721,-1.1432232570726,-1.28844568382379,-1.13355869806176,-1.14053442759307,0.372551609926599,0.372247620490882,0.388802734645596,0.372024186032694,0.382319759206415,0.391167777708301,0.385741423572903,0.376544236787952,0.378020946804091,0.381270421786956,0.382011555208985
0.57,-1.39886900212197,-1.20867239690946,-1.39290661490157,-1.65906483341582,-1.16953431074117,-1.40688728754129,-1.40759917586376,-1.46062166151799,-1.74143528656,-1.65165520840839,-1.46062748621939,0.368918819766983,0.365635122547731,0.368510093797393,0.350808687616575,0.372914778339743,0.368299263214076,0.370043813252955,0.367225833622383,0.325634528338355,0.351298587706102,0.367238316404476
0.58,-1.37743957287293,-1.37740242749479,-1.38983001250738,-1.3777543024764,-1.37060414497984,-1.38420983161809,-1.19232096953862,-1.3761663749868,-1.3738969353598,-1.04246436938624,-1.38317541738417,0.365367691228803,0.365246772151595,0.365362782417848,0.365121444422597,0.364493560904544,0.365083705543077,0.35969757897403,0.365424504040859,0.365347603419953,0.373322070746171,0.365057879502166
0.59,-1.69068049703345,-1.69055516312368,-1.39375860845694,-1.45792167421115,-1.35500195242255,-1.59585228974902,-1.30646015198277,-1.61431830148666,-1.58904041170896,-1.05401541058132,-1.61942180288002,0.380692166470071,0.380707706431115,0.38401694446228,0.359303699151089,0.361521281129061,0.373653083031471,0.360509726756062,0.375459305972882,0.374417454411149,0.346052105820685,0.378272342861304
0.6,-1.66565992976807,-1.63092163746003,-1.79397993942125,-1.34137817654504,-1.33318432623174,-1.63438537840769,-1.66518036475589,-1.63106628594954,-1.63622272497384,-1.66405482276034,-2.05656510132414,0.321931536348717,0.342929213159008,0.324927026535422,0.365008750848245,0.36258270784313,0.331542406094505,0.333139896800198,0.342920754328616,0.337605519670421,0.33859720864186,0.209835065387274
0.61,-1.35728501679119,-1.75063153641146,-1.37280813925617,-1.33984052997364,-1.47026817454726,-1.33796808634223,-1.28947872739128,-1.10149582783592,-1.36792003128908,-0.990367380813125,-1.48647989666026,0.362778949539878,0.325117310654071,0.364173710578547,0.364348492693591,0.360760095360401,0.365838311674154,0.363761891619875,0.362355024555623,0.36140394165198,0.3643339600876,0.356724013522402
0.62,-1.12338311079237,-1.23044091918823,-1.42950742196031,-1.52288721589142,-1.49114975082119,-0.849065747484501,-1.38589653803541,-1.32840646630605,-1.1278263307782,-1.05011742700844,-0.915356958097911,0.357288611042967,0.365718167353003,0.369991800196702,0.346722502079831,0.352255771468825,0.345985534779641,0.358095234010275,0.366292756366446,0.353377522489555,0.402474508276311,0.385275621740042
0.63,-1.02647980749079,-0.914871131370337,-1.21415297763765,-1.23419530501514,-1.08413706480409,-1.04590827017466,-0.902754000595654,-0.903921616764809,-0.930616073570697,-1.56186320154163,-1.5115976250313,0.358094017929225,0.354506965934412,0.352192408516226,0.351696587422673,0.356111359940892,0.365623053379443,0.358437421365067,0.358720340271916,0.359135152778443,0.333868631543381,0.33732852086187
0.64,-0.849164639652617,-0.790180218217538,-0.86811428594672,-0.852465966189365,-1.0153045113837,-0.869272184420328,-0.81427376276503,-0.870806652855078,-0.83794992245671,-0.868379404293303,-0.913765005474181,0.353134367564439,0.349146878507395,0.353719344406907,0.355392755363131,0.344293008597976,0.351804808004054,0.34750640340827,0.354353212685181,0.348990382003308,0.357747924049674,0.355803588053957
0.65,-1.2369074515666,-1.19325216682242,-1.27171868658736,-1.31123755785126,-1.26932701128686,-0.930140237864946,-1.23680726780228,-0.958572915023456,-1.19420165333095,-0.845690099383797,-1.3899318462834,0.354580540050151,0.356714242968085,0.355705533509694,0.353038817589267,0.362523987397209,0.341136965220051,0.354592648682815,0.356762044432333,0.358489949863059,0.354168993356779,0.354159260605972
0.66,-0.935248271003911,-0.951838399659844,-1.05693502900351,-1.29862129354896,-0.961271631579215,-0.818775740002886,-1.07494651934938,-1.05543854904007,-1.18483621733074,-0.958867587832523,-1.30202312102837,0.362214141438077,0.351570023523571,0.342154191648755,0.352056249137223,0.350168592021399,0.33658310024706,0.355951828041727,0.354245839968497,0.350560387986795,0.352405598603415,0.349371377087271
0.67,-0.805938258030403,-0.782504967556615,-0.796962926697575,-0.789331734074057,-0.786135634884444,-0.846105140465373,-0.782358476274342,-0.781475290603384,-0.783638832719165,-0.787867335966157,-0.785876797671546,0.345550262151061,0.343213315667448,0.346372621405861,0.347274238097229,0.345378285263881,0.352743533577058,0.344906584029226,0.346045888809455,0.346315893185541,0.345984199828759,0.339101198201521
0.68,-1.14388610641849,-0.975222172349656,-0.944629388589457,-0.969391313141696,-0.998747063868166,-0.970284293705667,-1.05359418567697,-0.768391098331459,-0.968598563533048,-0.785236075349655,-0.76694538169243,0.348567194552062,0.349837070339499,0.346079576143055,0.348003016394989,0.350955100070914,0.346551770556542,0.346425672585434,0.34347473031475,0.347824989903709,0.343963384536831,0.342751003276456
0.69,-0.646109728837619,-0.702644400271791,-0.641933670500245,-0.693485867178003,-0.603499434525786,-0.313128049211214,-0.703011889693566,-0.754351036902305,-0.758829411269549,-0.584817052112606,-0.326254332474936,0.335199263069311,0.367967175940161,0.350813100516994,0.34929952630274,0.340306863869882,0.354340102550694,0.367990390080011,0.34664763399644,0.341693544609408,0.336596093984223,0.355185243094988
0.7,-0.878316591076733,-0.660289273746065,-0.851144258557777,-0.520462979923687,-0.662540205756434,-0.704693812124256,-0.539270738185435,-0.517057010703908,-0.667642056897031,-0.94599830241082,-0.516913612345752,0.356024232968465,0.362384771837444,0.351805710215168,0.35242135399669,0.347795895546483,0.348055551481848,0.342734864458172,0.336496033016975,0.354443586491951,0.328187140611495,0.351176388810007
